Device,Max Clients,Unique Clients,Building
Hamilton P2 110A,2,13,Hamilton Library
Hamilton 412 Hallway,0,2,Hamilton Library
Hamilton P1 100 CLIC,3,10,Hamilton Library
Hamilton 4th Fl Asia 39,0,1,Hamilton Library
Hamilton P2 113,2,12,Hamilton Library
Hamilton P2 422/423 Hallway,0,0,Hamilton Library
Hamilton P1 301-Conference Rm,0,0,Hamilton Library
Hamilton P1 101 Ewa,1,6,Hamilton Library
Hamilton P2 014 DH,1,1,Hamilton Library
Hamilton P2 320,0,0,Hamilton Library
Hamilton P2 511,1,1,Hamilton Library
Hamilton P3 BET,0,1,Hamilton Library
Hamilton P1 002-Administration,0,0,Hamilton Library
Hamilton P1 200,0,1,Hamilton Library
Hamilton P3 552 Ewa,1,2,Hamilton Library
Hamilton P2 400,0,2,Hamilton Library
Hamilton P3 156,1,1,Hamilton Library
Hamilton P1 003 Mauka,0,2,Hamilton Library
Hamilton P2 016,3,5,Hamilton Library
Hamilton P1 003F,0,0,Hamilton Library
Hamilton 4th Fl Asia 12,0,0,Hamilton Library
Hamilton P2 306 Ewa,1,1,Hamilton Library
Hamilton P2 006B,1,3,Hamilton Library
Hamilton P1 002k (old),0,0,Hamilton Library
Hamilton P3 052,2,2,Hamilton Library
Hamilton 4th Fl Asia 27,0,0,Hamilton Library
Hamilton P1 006A Ewa,0,0,Hamilton Library
Hamilton P2 405-Asia-Collections-Staff,0,0,Hamilton Library
Hamilton P1 201 Hallway,0,4,Hamilton Library
Hamilton P1 102,2,3,Hamilton Library
Hamilton 4th Fl Asia 32,0,1,Hamilton Library
Hamilton PI 006C,1,1,Hamilton Library
Hamilton P2 108,1,10,Hamilton Library
Hamilton P2 1stFl Elevator,9,42,Hamilton Library
Hamilton P1 006D Ewa,1,1,Hamilton Library
Hamilton P1 006A,0,0,Hamilton Library
Hamilton P1 006D DH,0,0,Hamilton Library
Hamilton P1 211 Hallway,2,4,Hamilton Library
Hamilton P2 029,2,4,Hamilton Library
Hamilton P1 208,2,2,Hamilton Library
Hamilton P1 006 DH,0,1,Hamilton Library
Hamilton P1 202,0,2,Hamilton Library
Hamilton P1 101 DH,1,34,Hamilton Library
Hamilton P1 100-Study Area,16,53,Hamilton Library
Hamilton 4th Fl Asia 22,1,1,Hamilton Library
Hamilton P2 508,0,1,Hamilton Library
Hamilton P2 014 Ewa,0,0,Hamilton Library
Hamilton 4th Fl Asia 20,0,0,Hamilton Library
Hamilton P1 002K,0,0,Hamilton Library
Hamilton P2 112,0,4,Hamilton Library
Hamilton P2 3rdFl-Freight Elevator,0,2,Hamilton Library
Hamilton P2 026,1,3,Hamilton Library
Hamilton P2 306 DH,1,1,Hamilton Library
Hamilton 4th Fl Asia 16,0,0,Hamilton Library
Hamilton P2 159 Mauka,14,35,Hamilton Library
Hamilton 4th Fl Asia 34,0,0,Hamilton Library
Hamilton P1 101 Hallway,6,46,Hamilton Library
Hamilton P2 217 Hallway,1,1,Hamilton Library
Hamilton P2 008 DH,0,0,Hamilton Library
Hamilton P1 159 Makai,17,32,Hamilton Library
Hamilton P1 003 Makai,1,1,Hamilton Library
Hamilton P1 006A GovDocs,2,2,Hamilton Library
Hamilton P2 008 Ewa,4,6,Hamilton Library
Hamilton P2 123,0,4,Hamilton Library
Hamilton P1 006 Ewa,2,2,Hamilton Library
Spalding 258A,0,2,Spalding Hall
Spalding 258,2,8,Spalding Hall
Edmondson 114,8,10,Edmondson Hall
Edmondson 112,13,13,Edmondson Hall
Edmondson 111,3,4,Edmondson Hall
Edmondson 3rd Fl Lanai,1,11,Edmondson Hall
Edmondson 1st Fl Lanai,3,53,Edmondson Hall
Edmondson 2nd Fl Lanai,2,31,Edmondson Hall
Edmondson 104,1,5,Edmondson Hall
Edmondson 101,8,18,Edmondson Hall
Edmondson 110,0,3,Edmondson Hall
Edmondson 103,2,8,Edmondson Hall
Spalding 155 Mauka Ewa,1,1,Spalding Hall
Paradise Palms Ewa Makai Dining,0,1,Paradise Palms
Paradise Palms DH Mauka Dining,0,12,Paradise Palms
Spalding 155 Makai Ewa,1,4,Spalding Hall
Spalding 354,1,3,Spalding Hall
Spalding 155 Makai DH,0,1,Spalding Hall
Spalding 360,0,1,Spalding Hall
Spalding 453A,0,3,Spalding Hall
Spalding 257,0,2,Spalding Hall
Spalding 155 Mauka DH,0,0,Spalding Hall
Paradise Palms Ewa Mauka Dining,2,28,Paradise Palms
Snyder 401 Hallway,0,0,Snyder Hall
Snyder 107 BET,0,1,Snyder Hall
Emergency Call Box Snyder,1,3,Snyder Hall
Noelani A 107T,5,17,Noelani
HIG 314A,0,1,HIG
HIG 351 Hallway,0,3,HIG
HIG 312,2,3,HIG
HIG 340,1,2,HIG
HIG 305A,0,3,HIG
HIG 318,3,27,HIG
HIG 131,2,14,HIG
HIG 364 Hallway,1,1,HIG
HIG 353,0,2,HIG
HIG 337,2,3,HIG
HIG 367,0,0,HIG
HIG 316,0,3,HIG
HIG 333,4,6,HIG
HIG 303,2,9,HIG
HIG 109,4,17,HIG
HIG 315,1,1,HIG
HIG 376,0,0,HIG
HIG 151,1,16,HIG
HIG 311,0,4,HIG
HIG 110 Mauka Ewa,0,1,HIG
HIG 375,1,17,HIG
HIG 105B,0,2,HIG
HIG 110 Mauka DH,1,1,HIG
HIG 108,1,6,HIG
HIG 372,0,2,HIG
HIG 117A,1,9,HIG
HIG 309,0,0,HIG
HIG 310,0,1,HIG
HIG 321,3,10,HIG
HIG 131A,1,15,HIG
HIG 362,2,2,HIG
Kuykendall 101 Ewa Makai,0,0,Kuykendall
Kuykendall 106 Hallway,4,11,Kuykendall
HIG 417 Mauka,1,2,HIG
HIG 440,1,3,HIG
HIG 215C,1,1,HIG
HIG 116,1,9,HIG
HIG 213,0,1,HIG
Kuykendall 101 DH,0,1,Kuykendall
Kuykendall 310 Hallway,0,2,Kuykendall
Kuykendall 307 Hallway,0,0,Kuykendall
HIG 412,2,5,HIG
HIG 410A,0,1,HIG
HIG 135,0,6,HIG
HIG 305,0,5,HIG
HIG 211,1,3,HIG
HIG 413,2,3,HIG
HIG 432,2,9,HIG
HIG 232,1,13,HIG
Kuykendall 210 Hallway,2,6,Kuykendall
HIG 214,0,0,HIG
Kuykendall 415 Hallway,1,2,Kuykendall
HIG 336,2,3,HIG
Kuykendall 412 Hallway,2,3,Kuykendall
HIG 131C,1,5,HIG
HIG 210,0,2,HIG
Kuykendall 213,1,9,Kuykendall
Kuykendall 201A,5,7,Kuykendall
HIG 205,0,0,HIG
HIG P3,0,2,HIG
Kuykendall 521 Hallway,2,2,Kuykendall
Kuykendall 101 Ewa Mauka,0,0,Kuykendall
HIG 222,1,6,HIG
HIG 406,1,5,HIG
HIG 238,0,0,HIG
Kuykendall 316 Hallway,0,1,Kuykendall
Kuykendall 409 Hallway,1,9,Kuykendall
HIG 409D,2,2,HIG
HIG 411,3,6,HIG
HIG 107,1,14,HIG
HIG 105,1,5,HIG
HIG 418,2,2,HIG
Kuykendall 323 Hallway,0,1,Kuykendall
HIG 152 Ewa,0,1,HIG
HIG B005,0,0,HIG
HIG 215,0,0,HIG
HIG 110 Makai Ewa,0,3,HIG
HIG 206,0,3,HIG
HIG 416B,1,1,HIG
Kuykendall 225 Hallway,1,5,Kuykendall
HIG 409,0,0,HIG
Hamilton P2 015 DH,1,1,Hamilton Library
Hamilton P2 015-Acquisitions Dept,2,2,Hamilton Library
Wainani F 1102LR Tmp,5,16,Wainani
Wainani H 362B Temp,0,0,Wainani
Frear D 507C Temp,6,8,Frear
Frear D 207C Temp,5,9,Frear
Frear D 707C Temp,3,6,Frear
Noelani E Store,4,28,Noelani
Lokelani 1058 Temp,8,9,Lokelani
Lehua 1012 Temp,3,6,Lehua
HA Cafe Display Test,0,0,Hale Aloha Cafe
Hale Aloha-Cafeteria Storage,1,2,Hale Aloha Cafe
Frear D 1007C Temp,2,2,Frear
Lehua 408 Temp,4,6,Lehua
Frear D 1201C,0,0,Frear
Frear D 601C,4,5,Frear
Frear D 807C Temp,3,8,Frear
Frear D 801C,3,3,Frear
Frear Closet install 1 TEMP (NO SIMP),0,0,Frear
Sinclair ACM 193,2,6,Sinclair Library
Laulima 311T,6,9,Hale Laulima
Frear D 607C Temp,4,7,Mokihana
Sinclair ACM 191A,2,6,Sinclair Library
Sinclair ACM 193A,0,5,Sinclair Library
Sinclair ACM 192,3,8,Sinclair Library
Sinclair ACM B03 Makai,0,0,Sinclair Library
Sinclair ACM 194,3,14,Sinclair Library
Sinclair ACM B08D,0,1,Sinclair Library
Sinclair ACM B08 DH,0,0,Sinclair Library
Kennedy ECB Outdoor,5,112,Kennedy
Crawford ECB Outdoor,1,35,Architecture-Hawaii Hall Outdoor Lawn
Architecture_outdoor,1,10,Architecture-Hawaii Hall Outdoor Lawn
HIG 115,0,10,HIG
HIG P5,3,3,HIG
Kuykendall 204,4,5,Kuykendall
HIG 404,1,4,HIG
Kuykendall 325 Hallway,0,0,Kuykendall
HIG 231,0,1,HIG
HIG 421,2,7,HIG
Kuykendall 207 Hallway,1,12,Kuykendall
HIG 133,1,21,HIG
Kuykendall 309 Hallway,0,0,Kuykendall
Kuykendall 402 Hallway,3,3,Kuykendall
HIG 417 Makai,0,0,HIG
HIG 415A,1,3,HIG
HIG 152 DH,0,1,HIG
HIG 153A,1,6,HIG
HIG 153,1,2,HIG
HIG 407A,0,1,HIG
HIG 437,2,3,HIG
HIG 208,0,2,HIG
HIG 435,3,5,HIG
HIG 217,1,4,HIG
Kuykendall 721 Hallway,1,1,Kuykendall
Holmes 356,2,3,Holmes Hall
Kuykendall BET Outdoor,8,59,Kuykendall
Kuykendall 411 Hallway,1,1,Kuykendall
Kuykendall 419 Hallway,1,3,Kuykendall
Holmes 452,4,9,Holmes Hall
Kuykendall 417 Hallway,2,3,Kuykendall
Holmes 448,7,8,Holmes Hall
Holmes 390,3,3,Holmes Hall
Holmes 357,0,1,Holmes Hall
Kuykendall 716 Hallway,1,1,Kuykendall
Holmes 347,1,4,Holmes Hall
Holmes 142 Makai,0,1,Holmes Hall
Holmes 287,0,0,Holmes Hall
Kuykendall 426 Hallway,2,2,Kuykendall
Kuykendall 206 Temp,6,19,Kuykendall
Kuykendall 313,2,21,Kuykendall
Kuykendall 318 Hallway,0,0,Kuykendall
Holmes 352 Hallway,7,8,Holmes Hall
Holmes 310B,3,5,Holmes Hall
Kuykendall 106A,1,21,Kuykendall
Kuykendall 307 DH,1,13,Kuykendall
Holmes 240C,4,12,Holmes Hall
Holmes 447 Hallway,3,4,Holmes Hall
Kuykendall 514 Hallway,0,1,Kuykendall
Holmes 310,2,3,Holmes Hall
Holmes 385 DH,2,11,Holmes Hall
Kuykendall 107 Hallway,3,9,Kuykendall
Kuykendall 616 Hallway,1,1,Kuykendall
Holmes 142B,3,3,Holmes Hall
Holmes 142 Mauka,0,0,Holmes Hall
Holmes 336 Hallway,2,4,Holmes Hall
Kuykendall 304,0,1,Kuykendall
Holmes 348D,3,5,Holmes Hall
Kuykendall 523 Hallway,0,2,Kuykendall
Holmes 306,1,1,Holmes Hall
Kuykendall 209 DH,1,14,Kuykendall
Holmes 308,0,2,Holmes Hall
Kuykendall 621 Hallway,0,0,Kuykendall
Holmes 181 Hallway,1,61,Holmes Hall
Holmes 386,0,2,Holmes Hall
Holmes 140A,0,4,Holmes Hall
Holmes 350A,0,2,Holmes Hall
Kuykendall 408,0,1,Kuykendall
Kuykendall 223 Hallway,6,10,Kuykendall
Kuykendall 310,0,8,Kuykendall
Kuykendall 424 Hallway,0,2,Kuykendall
Holmes 183,2,2,Holmes Hall
Holmes 388,0,1,Holmes Hall
Holmes 286 Hallway,1,3,Holmes Hall
Kuykendall 401A,2,3,Kuykendall
Kuykendall 201 Hallway,2,9,Kuykendall
Kuykendall 305,0,6,Kuykendall
Kuykendall 101 Hallway DH,1,4,Kuykendall
Holmes 458,0,0,Holmes Hall
Holmes 288A,3,3,Holmes Hall
Holmes 457,0,1,Holmes Hall
Holmes 288,1,4,Holmes Hall
Kuykendall 407,1,8,Kuykendall
Kuykendall 101 Hallway Ewa,0,1,Kuykendall
Kuykendall 303,1,3,Kuykendall
Kuykendall 301 Ewa,0,0,Kuykendall
Holmes 300 Hallway,0,3,Holmes Hall
Holmes 382 Hallway,3,4,Holmes Hall
Holmes 341 Hallway,2,3,Holmes Hall
Holmes 407,3,3,Holmes Hall
Kuykendall 309,1,4,Kuykendall
Holmes 451,0,2,Holmes Hall
Holmes 304 Hallway,2,4,Holmes Hall
Holmes 182,1,2,Holmes Hall
Kuykendall 306 DH,0,8,Kuykendall
Kuykendall 301 DH,2,3,Kuykendall
Holmes 102MA,3,4,Holmes Hall
Holmes 181,1,1,Holmes Hall
Kuykendall 516 Hallway,1,4,Kuykendall
Holmes 458 Hallway,6,7,Holmes Hall
Kuykendall 724 Hallway,1,1,Kuykendall
Kuykendall 614 Hallway,1,1,Kuykendall
Holmes 358,2,3,Holmes Hall
Kuykendall 216 Hallway,2,6,Kuykendall
Holmes 387,0,0,Holmes Hall
Holmes 385 Hallway,0,8,Holmes Hall
Kuykendall 210,1,25,Kuykendall
Kuykendall 307 Ewa,0,1,Kuykendall
Holmes 286,0,2,Holmes Hall
Holmes 389,0,1,Holmes Hall
Kuykendall 623 Hallway,1,1,Kuykendall
Kuykendall 209 Ewa,1,2,Kuykendall
Holmes 455,1,1,Holmes Hall
Holmes 183 Hallway,1,22,Holmes Hall
Kuykendall 302,0,0,Kuykendall
Holmes 351 Hallway,0,0,Holmes Hall
Kuykendall 713 Hallway,0,0,Kuykendall
Kuykendall 306 Ewa,2,13,Kuykendall
Holmes 180 Mauka,0,0,Holmes Hall
Kuykendall 308,0,0,Kuykendall
Holmes 142A,1,4,Holmes Hall
Holmes 345 Hallway,1,2,Holmes Hall
Kuykendall 218 Hallway,1,6,Kuykendall
Holmes 240K Hallway,1,4,Holmes Hall
Holmes 140,1,1,Holmes Hall
Holmes 102B,0,1,Holmes Hall
Holmes 406A,0,0,Holmes Hall
Holmes 487,6,7,Holmes Hall
Holmes 206A,3,3,Holmes Hall
Holmes 411 Hallway,1,6,Holmes Hall
Holmes 141 Hallway,2,34,Holmes Hall
Holmes 102,0,0,Holmes Hall
Holmes 241,1,2,Holmes Hall
Holmes 210,2,2,Holmes Hall
Holmes 211 Mauka,1,1,Holmes Hall
Holmes 144,1,5,Holmes Hall
Holmes 2nd Fl Ewa Commons,2,24,Holmes Hall
Holmes 240 DH,1,3,Holmes Hall
Holmes 244 Makai,1,1,Holmes Hall
Holmes 101 Hallway,1,34,Holmes Hall
Holmes 143C,0,1,Holmes Hall
HIG Makai-DH Exterior,2,35,HIG
Holmes 206 Hallway,6,9,Holmes Hall
Holmes 412,0,1,Holmes Hall
PSB 111,0,1,Physical Science Building
PSB 217 Makai Ewa,0,1,Physical Science Building
Watanabe 213 Hallway,5,7,Watanabe
PSB 402 Hallway,1,3,Physical Science Building
PSB 110,0,2,Physical Science Building
PSB 213,2,3,Physical Science Building
PSB 102 Hallway,0,7,Physical Science Building
PSB 208 DH,0,0,Physical Science Building
PSB Ewa Exterior Makai,2,54,Physical Science Building
Watanabe 209 Hallway,1,2,Watanabe
PSB 202 Hallway,0,0,Physical Science Building
Watanabe 112 DH,1,2,Watanabe
Watanabe 110,1,3,Watanabe
PSB 217 Mauka Ewa,0,1,Physical Science Building
PSB 217 Makai DH,1,1,Physical Science Building
PSB 210A,0,0,Physical Science Building
PSB 214,0,1,Physical Science Building
Watanabe 229 Hallway,0,5,Watanabe
PSB Ewa Exterior Mauka,3,34,Physical Science Building
PSB 112,1,0,Physical Science Building
PSB 211,0,1,Physical Science Building
PSB 407 Hallway,0,2,Physical Science Building
PSB 306 Hallway,1,5,Physical Science Building
PSB 319 Hallway,5,6,Physical Science Building
PSB 311 DH,0,0,Physical Science Building
Watanabe 109,1,8,Watanabe
PSB 310 DH,0,0,Physical Science Building
Watanabe 333 Hallway,1,2,Watanabe
Watanabe 412 Hallway,3,5,Watanabe
Watanabe 330 Hallway,1,2,Watanabe
Watanabe 437 Hallway,0,0,Watanabe
PSB 317,0,0,Physical Science Building
PSB 310 Ewa,0,0,Physical Science Building
Watanabe 217 Hallway,1,4,Watanabe
Watanabe 112 Ewa,0,2,Watanabe
Watanabe 404 Hallway,5,9,Watanabe
Watanabe 432 Hallway,2,3,Watanabe
PSB 108,1,2,Physical Science Building
PSB 209,1,2,Physical Science Building
Watanabe 420 Ewa,0,0,Watanabe
PSB 313,0,0,Physical Science Building
Watanabe 302 Hallway,4,4,Watanabe
Watanabe 234 Hallway,0,4,Watanabe
Watanabe 310 Hallway,1,1,Watanabe
Watanabe 420 DH,0,0,Watanabe
PSB 217 Mauka DH,0,0,Physical Science Building
Watanabe 202 Hallway,1,2,Watanabe
Watanabe 205 Hallway,0,1,Watanabe
Watanabe 312 Hallway,2,2,Watanabe
PSB 314,0,0,Physical Science Building
Watanabe 306 Hallway,5,8,Watanabe
PSB 309A,0,2,Physical Science Building
Watanabe 113,0,3,Watanabe
PSB 312C,0,0,Physical Science Building
Watanabe 336 Hallway,1,1,Watanabe
PSB 208 Ewa,0,0,Physical Science Building
Watanabe 327 Hallway,1,4,Watanabe
PSB 311 Ewa Makai,0,0,Physical Science Building
Watanabe 416,1,2,Watanabe
Keller 206,1,7,Keller
Watanabe 428 Hallway,3,4,Watanabe
Keller 3rd Fl Lounge,2,34,Keller
Watanabe 114,1,8,Watanabe
Keller 218,1,9,Keller
Keller 103 LAVA,1,1,Keller
Watanabe 415,4,4,Watanabe
Watanabe 225 Hallway,1,9,Watanabe
Keller 219,1,32,Keller
Keller 401A Hallway,4,5,Keller
Keller 301A Hallway,1,2,Keller
Keller 413,2,3,Keller
Keller 402,1,1,Keller
Keller 303 Ewa,1,9,Keller
Keller 214,3,9,Keller
Keller 213,0,0,Keller
Edmondson 408,0,2,Edmondson Hall
Edmondson 212,0,3,Edmondson Hall
Edmondson 301 Mauka,3,3,Edmondson Hall
Edmondson 301 Makai,1,1,Edmondson Hall
Edmondson 401 Center,2,2,Edmondson Hall
Webster 203 Makai,0,0,Webster Hall
Webster 115,0,2,Webster Hall
Edmondson 301 Center,1,1,Edmondson Hall
Edmondson 401 Mauka,1,3,Edmondson Hall
Webster 101 Mauka,4,6,Webster Hall
Webster 446 Hallway,3,4,Webster Hall
Webster 114,1,2,Webster Hall
Webster 116,0,4,Webster Hall
Edmondson 411,2,3,Edmondson Hall
Webster 203 Ewa,0,1,Webster Hall
Webster 103 Hallway,0,4,Webster Hall
Edmondson 418,0,2,Edmondson Hall
Edmondson 203,1,4,Edmondson Hall
Webster 102,1,1,Webster Hall
Webster 112,3,5,Webster Hall
Edmondson 313,4,5,Edmondson Hall
Edmondson 401 Makai,0,2,Edmondson Hall
Edmondson 216,2,6,Edmondson Hall
Edmondson 201,1,3,Edmondson Hall
Webster 407 Hallway,1,1,Webster Hall
Edmondson 414,1,3,Edmondson Hall
Webster 327 Hallway,2,3,Webster Hall
Webster 303 Hallway,3,5,Webster Hall
Edmondson 215,2,5,Edmondson Hall
Webster 101 Makai,6,11,Webster Hall
Webster 103,0,2,Webster Hall
Webster Hallway 319E,3,5,Webster Hall
Webster 412 Hallway,1,3,Webster Hall
Webster 314 Hallway,0,0,Webster Hall
Webster 205,0,0,Webster Hall
Edmondson 213A,3,5,Edmondson Hall
Webster 214 Hallway,0,1,Webster Hall
Webster 438 Hallway,1,4,Webster Hall
Webster 432 Hallway,1,5,Webster Hall
Webster 218 Hallway,0,0,Webster Hall
Edmondson 309,2,2,Edmondson Hall
Edmondson 205,2,7,Edmondson Hall
Webster 203 Mauka,1,1,Webster Hall
Webster Hallway 317,4,8,Webster Hall
Webster 442 Hallway,0,3,Webster Hall
Webster 337 Hallway,2,4,Webster Hall
Webster 323 Hallway,2,4,Webster Hall
Edmondson 318,5,8,Edmondson Hall
Edmondson 308,1,3,Edmondson Hall
Webster 301,3,10,Webster Hall
Webster 402,3,4,Webster Hall
Webster 104,0,2,Webster Hall
Webster 201A,1,6,Webster Hall
Webster 204AA,1,2,Webster Hall
Edmondson 4th Fl Lanai,3,8,Edmondson Hall
Webster 113,1,1,Webster Hall
Webster 334,4,6,Webster Hall
Snyder 401C Hallway,0,0,Snyder Hall
Webster 403 Hallway,1,2,Webster Hall
Webster 200A,1,7,Webster Hall
Snyder 410 Hallway,0,1,Snyder Hall
Webster 332 Hallway,3,6,Webster Hall
Webster 201,0,2,Webster Hall
Webster 222 Hallway,0,0,Webster Hall
Snyder 411 Hallway,1,1,Snyder Hall
Spalding 353B,1,3,Spalding Hall
Spalding 354D,0,1,Spalding Hall
Paradise Palms DH Makai Dining,0,3,Paradise Palms
Paradise Palms Dunkin,6,26,Paradise Palms
Spalding 352,0,2,Spalding Hall
Spalding 255,5,13,Spalding Hall
Paradise Palms Center Dining,1,5,Paradise Palms
Spalding 454,1,7,Spalding Hall
Spalding 362,0,1,Spalding Hall
Spalding 358,0,0,Spalding Hall
Keller 304A Hallway,1,2,Keller
Keller 304 Hallway,0,1,Keller
Keller 313,1,15,Keller
Keller 301,2,23,Keller
Keller 302 DH,0,10,Keller
Keller 302 Ewa,2,16,Keller
Keller 303 DH,1,15,Keller
Keller 403 Hallway,1,2,Keller
Keller 314,1,5,Keller
Keller 414,1,2,Keller
Keller 403,2,3,Keller
Keller 401,2,11,Keller
Bilger Hall 319 Makai,2,8,Bilger Hall
Bilger Hall 309,4,13,Bilger Hall
Keller 102 Makai Ewa,1,2,Keller
Keller 102 Makai DH,1,2,Keller
Keller 102 Mauka,0,1,Keller
Keller 201,2,3,Keller
Keller 404,2,6,Keller
Bilger Hall 335 Mauka DH,0,0,Bilger Hall
Bilger Hall 201,1,8,Bilger Hall
Keller 406,1,0,Keller
Bilger Hall 212,4,7,Bilger Hall
Bilger Hall 337,1,2,Bilger Hall
Keller 209,3,8,Keller
Bilger Hall 314,3,6,Bilger Hall
Bilger Hall 239 Hallway,5,8,Bilger Hall
Keller 203,1,40,Keller
