Device,Max Clients,Unique Clients,Building
Webster 314 Hallway,1,4,Webster Hall
Webster 205,0,0,Webster Hall
Edmondson 213A,1,1,Edmondson Hall
Webster 214 Hallway,1,3,Webster Hall
Webster 438 Hallway,1,1,Webster Hall
Webster 432 Hallway,2,4,Webster Hall
Webster 218 Hallway,0,1,Webster Hall
Edmondson 309,1,2,Edmondson Hall
Edmondson 205,2,3,Edmondson Hall
Webster 203 Mauka,0,0,Webster Hall
Webster Hallway 317,2,3,Webster Hall
Webster 442 Hallway,0,0,Webster Hall
Webster 337 Hallway,1,2,Webster Hall
Webster 323 Hallway,2,2,Webster Hall
Edmondson 318,2,5,Edmondson Hall
Edmondson 308,0,2,Edmondson Hall
Webster 301,2,9,Webster Hall
Webster 402,1,1,Webster Hall
Webster 104,0,0,Webster Hall
Webster 201A,0,1,Webster Hall
Webster 204AA,2,2,Webster Hall
Edmondson 4th Fl Lanai,1,5,Edmondson Hall
Webster 113,1,4,Webster Hall
Webster 334,4,6,Webster Hall
Snyder 401C Hallway,0,0,Snyder Hall
Webster 403 Hallway,0,0,Webster Hall
Webster 200A,0,4,Webster Hall
Snyder 410 Hallway,1,1,Snyder Hall
Webster 332 Hallway,4,8,Webster Hall
Webster 201,2,3,Webster Hall
Webster 222 Hallway,0,1,Webster Hall
Snyder 411 Hallway,0,0,Snyder Hall
Spalding 353B,0,2,Spalding Hall
Spalding 354D,0,1,Spalding Hall
Paradise Palms DH Makai Dining,0,0,Paradise Palms
Paradise Palms Dunkin,0,0,Paradise Palms
Spalding 352,2,3,Spalding Hall
Spalding 255,5,10,Spalding Hall
Paradise Palms Center Dining,0,0,Paradise Palms
Spalding 454,0,3,Spalding Hall
Spalding 362,0,0,Spalding Hall
Spalding 358,0,0,Spalding Hall
Spalding 155 Mauka Ewa,1,1,Spalding Hall
Paradise Palms Ewa Makai Dining,0,0,Paradise Palms
Paradise Palms DH Mauka Dining,0,0,Paradise Palms
Spalding 155 Makai Ewa,0,1,Spalding Hall
Spalding 354,1,7,Spalding Hall
Spalding 155 Makai DH,0,1,Spalding Hall
Spalding 360,0,0,Spalding Hall
Spalding 453A,0,0,Spalding Hall
Spalding 257,0,0,Spalding Hall
Spalding 155 Mauka DH,0,0,Spalding Hall
Paradise Palms Ewa Mauka Dining,1,4,Paradise Palms
Snyder 401 Hallway,0,0,Snyder Hall
Snyder 107 BET,0,1,Snyder Hall
Emergency Call Box Snyder,0,2,Snyder Hall
Noelani A 107T,4,10,Noelani
HIG 314A,0,0,HIG
HIG 351 Hallway,0,0,HIG
HIG 312,0,0,HIG
HIG 340,1,1,HIG
HIG 305A,0,1,HIG
HIG 318,3,11,HIG
HIG 131,0,3,HIG
HIG 364 Hallway,0,0,HIG
HIG 353,1,3,HIG
HIG 337,0,2,HIG
HIG 367,0,0,HIG
HIG 316,0,0,HIG
HIG 333,2,2,HIG
HIG 303,0,1,HIG
HIG 109,3,10,HIG
HIG 315,0,0,HIG
HIG 376,0,0,HIG
HIG 151,2,9,HIG
HIG 311,0,1,HIG
HIG 110 Mauka Ewa,0,0,HIG
HIG 375,0,5,HIG
HIG 105B,0,1,HIG
HIG 110 Mauka DH,1,1,HIG
HIG 108,0,1,HIG
HIG 372,1,1,HIG
HIG 117A,1,5,HIG
Hamilton P2 015-Acquisitions Dept,1,2,Hamilton Library
Wainani F 1102LR Tmp,5,10,Wainani
Frear D 907C Tmp,2,2,Frear
Wainani H 362B Temp,2,2,Wainani
Frear D 507C Temp,5,5,Frear
Frear D 207C Temp,3,5,Frear
Frear D 707C Temp,3,3,Frear
Noelani E Store,8,18,Noelani
Lokelani 1058 Temp,5,7,Lokelani
Lehua 1012 Temp,4,5,Lehua
HA Cafe Display Test,2,2,Hale Aloha Cafe
Hale Aloha-Cafeteria Storage,2,2,Hale Aloha Cafe
Frear D 1007C Temp,3,4,Frear
Lehua 408 Temp,3,5,Lehua
Frear D 1201C,0,0,Frear
Frear D 601C,4,5,Frear
Frear D 807C Temp,2,3,Frear
Frear D 801C,2,4,Frear
Frear Closet install 1 TEMP (NO SIMP),0,0,Frear
Sinclair ACM 193,1,1,Sinclair Library
Laulima 311T,6,8,Hale Laulima
Frear D 607C Temp,5,7,Mokihana
Sinclair ACM 191A,1,1,Sinclair Library
Sinclair ACM 193A,2,4,Sinclair Library
Sinclair ACM 192,5,7,Sinclair Library
HIG 309,0,0,HIG
HIG 310,0,0,HIG
HIG 321,3,5,HIG
HIG 131A,2,7,HIG
HIG 362,3,3,HIG
Kuykendall 101 Ewa Makai,0,0,Kuykendall
Kuykendall 106 Hallway,3,8,Kuykendall
HIG 417 Mauka,0,1,HIG
HIG 440,0,0,HIG
HIG 215C,1,1,HIG
HIG 116,0,5,HIG
HIG 213,0,0,HIG
Kuykendall 101 DH,0,0,Kuykendall
Kuykendall 310 Hallway,1,1,Kuykendall
Kuykendall 307 Hallway,0,1,Kuykendall
HIG 412,0,0,HIG
HIG 410A,0,0,HIG
HIG 135,0,0,HIG
HIG 305,1,2,HIG
HIG 211,0,0,HIG
HIG 413,0,0,HIG
HIG 432,1,2,HIG
HIG 232,1,4,HIG
Kuykendall 210 Hallway,1,1,Kuykendall
HIG 214,0,0,HIG
Kuykendall 415 Hallway,0,2,Kuykendall
HIG 336,0,0,HIG
Kuykendall 412 Hallway,2,2,Kuykendall
HIG 131C,2,3,HIG
HIG 210,0,0,HIG
Kuykendall 213,0,3,Kuykendall
Kuykendall 201A,3,3,Kuykendall
HIG 205,0,0,HIG
HIG P3,0,0,HIG
Kuykendall 521 Hallway,0,0,Kuykendall
Kuykendall 101 Ewa Mauka,0,0,Kuykendall
HIG 222,0,0,HIG
HIG 406,0,0,HIG
HIG 238,0,0,HIG
Kuykendall 316 Hallway,0,1,Kuykendall
Kuykendall 409 Hallway,0,0,Kuykendall
HIG 409D,0,0,HIG
HIG 411,3,3,HIG
HIG 107,0,1,HIG
HIG 105,1,1,HIG
HIG 418,0,0,HIG
Kuykendall 323 Hallway,0,0,Kuykendall
HIG 152 Ewa,1,1,HIG
HIG B005,0,0,HIG
HIG 215,1,1,HIG
HIG 110 Makai Ewa,0,0,HIG
HIG 206,0,0,HIG
HIG 416B,1,2,HIG
Kuykendall 225 Hallway,0,2,Kuykendall
HIG 409,0,0,HIG
HIG 115,2,5,HIG
HIG P5,1,1,HIG
Kuykendall 204,0,0,Kuykendall
HIG 404,0,0,HIG
Kuykendall 325 Hallway,0,0,Kuykendall
HIG 231,0,0,HIG
HIG 421,1,2,HIG
Kuykendall 207 Hallway,1,4,Kuykendall
HIG 133,1,9,HIG
Kuykendall 309 Hallway,0,0,Kuykendall
Kuykendall 402 Hallway,1,2,Kuykendall
HIG 417 Makai,0,0,HIG
HIG 415A,0,0,HIG
HIG 152 DH,1,2,HIG
HIG 153A,0,0,HIG
HIG 153,2,2,HIG
HIG 407A,0,0,HIG
HIG 437,1,1,HIG
HIG 208,1,1,HIG
HIG 435,0,0,HIG
HIG 217,2,3,HIG
Kuykendall 721 Hallway,0,0,Kuykendall
Holmes 356,2,4,Holmes Hall
Kuykendall BET Outdoor,2,34,Kuykendall
Kuykendall 411 Hallway,1,1,Kuykendall
Kuykendall 419 Hallway,0,1,Kuykendall
Holmes 452,3,5,Holmes Hall
Kuykendall 417 Hallway,2,2,Kuykendall
Holmes 448,5,5,Holmes Hall
Holmes 390,2,2,Holmes Hall
Holmes 357,0,2,Holmes Hall
Kuykendall 716 Hallway,1,1,Kuykendall
Holmes 347,2,5,Holmes Hall
Holmes 142 Makai,1,1,Holmes Hall
Holmes 287,0,0,Holmes Hall
Kuykendall 426 Hallway,1,1,Kuykendall
Kuykendall 206 Temp,3,8,Kuykendall
Kuykendall 313,1,12,Kuykendall
Kuykendall 318 Hallway,0,0,Kuykendall
Holmes 352 Hallway,3,4,Holmes Hall
Holmes 310B,2,2,Holmes Hall
Kuykendall 106A,1,11,Kuykendall
Kuykendall 307 DH,1,5,Kuykendall
Holmes 240C,4,7,Holmes Hall
Holmes 447 Hallway,0,0,Holmes Hall
Kuykendall 514 Hallway,0,0,Kuykendall
Holmes 310,2,3,Holmes Hall
Holmes 385 DH,1,4,Holmes Hall
Kuykendall 107 Hallway,4,6,Kuykendall
Kuykendall 616 Hallway,1,1,Kuykendall
Holmes 142B,3,3,Holmes Hall
Holmes 142 Mauka,0,0,Holmes Hall
Holmes 336 Hallway,1,5,Holmes Hall
Kuykendall 304,1,1,Kuykendall
Holmes 348D,2,3,Holmes Hall
Kuykendall 523 Hallway,0,0,Kuykendall
Holmes 306,0,1,Holmes Hall
Kuykendall 209 DH,1,8,Kuykendall
Holmes 308,0,1,Holmes Hall
Kuykendall 621 Hallway,0,0,Kuykendall
Holmes 181 Hallway,2,27,Holmes Hall
Holmes 386,0,0,Holmes Hall
Holmes 140A,1,2,Holmes Hall
Holmes 350A,1,1,Holmes Hall
Kuykendall 408,1,1,Kuykendall
Kuykendall 223 Hallway,2,3,Kuykendall
Kuykendall 310,0,3,Kuykendall
Kuykendall 424 Hallway,0,1,Kuykendall
Holmes 183,0,0,Holmes Hall
Holmes 388,0,0,Holmes Hall
Holmes 458,1,1,Holmes Hall
Holmes 288A,2,2,Holmes Hall
Holmes 457,0,0,Holmes Hall
Holmes 288,1,1,Holmes Hall
Kuykendall 407,1,5,Kuykendall
Kuykendall 101 Hallway Ewa,0,1,Kuykendall
Kuykendall 303,0,2,Kuykendall
Kuykendall 301 Ewa,0,1,Kuykendall
Holmes 300 Hallway,0,2,Holmes Hall
Holmes 382 Hallway,1,1,Holmes Hall
Holmes 341 Hallway,0,0,Holmes Hall
Holmes 407,1,2,Holmes Hall
Kuykendall 309,0,1,Kuykendall
Holmes 451,0,2,Holmes Hall
Holmes 304 Hallway,1,1,Holmes Hall
Holmes 182,0,0,Holmes Hall
Kuykendall 306 DH,0,0,Kuykendall
Kuykendall 301 DH,1,2,Kuykendall
Holmes 102MA,1,1,Holmes Hall
Holmes 181,0,0,Holmes Hall
Kuykendall 516 Hallway,0,0,Kuykendall
Holmes 458 Hallway,5,5,Holmes Hall
Kuykendall 724 Hallway,1,1,Kuykendall
Kuykendall 614 Hallway,1,1,Kuykendall
Holmes 358,1,3,Holmes Hall
Kuykendall 216 Hallway,0,0,Kuykendall
Holmes 387,0,1,Holmes Hall
Holmes 385 Hallway,0,2,Holmes Hall
Kuykendall 210,1,4,Kuykendall
Kuykendall 307 Ewa,0,0,Kuykendall
Holmes 286,0,0,Holmes Hall
Holmes 389,0,0,Holmes Hall
Kuykendall 623 Hallway,0,0,Kuykendall
Kuykendall 209 Ewa,0,1,Kuykendall
Holmes 455,0,1,Holmes Hall
Holmes 183 Hallway,2,12,Holmes Hall
Kuykendall 302,0,0,Kuykendall
Holmes 351 Hallway,0,1,Holmes Hall
Kuykendall 713 Hallway,0,0,Kuykendall
Kuykendall 306 Ewa,1,11,Kuykendall
Holmes 180 Mauka,0,0,Holmes Hall
Kuykendall 308,0,0,Kuykendall
Holmes 142A,0,0,Holmes Hall
Holmes 345 Hallway,2,3,Holmes Hall
Kuykendall 218 Hallway,0,1,Kuykendall
Holmes 449 Hallway,1,2,Holmes Hall
Holmes 309,0,1,Holmes Hall
Holmes 180 Makai,0,0,Holmes Hall
Holmes 101 Civil Engineering,0,1,Holmes Hall
Kuykendall 406,0,0,Kuykendall
Kuykendall Annex Rm 7,2,11,Kuykendall
Holmes 288A Hallway,1,4,Holmes Hall
Holmes 2nd Fl DH Commons,2,11,Holmes Hall
Holmes 247 Mauka,0,0,Holmes Hall
Holmes 307,2,2,Holmes Hall
Holmes 408,1,3,Holmes Hall
Holmes 485 Hallway,0,0,Holmes Hall
Holmes 482 Hallway,0,0,Holmes Hall
Holmes 489 Hallway,1,2,Holmes Hall
Holmes 102 Hallway,2,38,Holmes Hall
Holmes 406 Hallway,1,1,Holmes Hall
Holmes 408A,1,1,Holmes Hall
Holmes 100 Stairs,0,1,Holmes Hall
Holmes 101,1,1,Holmes Hall
Holmes 489,0,1,Holmes Hall
Holmes 486,1,1,Holmes Hall
Holmes 209,1,1,Holmes Hall
Holmes 102MC,0,0,Holmes Hall
Holmes Ewa Makai Stairs,1,15,Holmes Hall
Holmes 492,0,0,Holmes Hall
Holmes 207 Hallway,1,2,Holmes Hall
Holmes 102MD,0,0,Holmes Hall
Holmes 411,0,0,Holmes Hall
Holmes BET,0,0,Holmes Hall
Holmes 101A,0,0,Holmes Hall
Holmes 240 Ewa,2,4,Holmes Hall
Holmes 243,2,5,Holmes Hall
Holmes 248,0,0,Holmes Hall
Holmes 246,0,0,Holmes Hall
Holmes 244A,0,0,Holmes Hall
Holmes 491,0,1,Holmes Hall
Holmes 242 Makai,0,2,Holmes Hall
Holmes 240K Hallway,1,3,Holmes Hall
Holmes 140,1,1,Holmes Hall
Holmes 102B,0,0,Holmes Hall
Holmes 406A,0,0,Holmes Hall
Holmes 487,3,3,Holmes Hall
Holmes 206A,1,1,Holmes Hall
Holmes 411 Hallway,0,3,Holmes Hall
Holmes 141 Hallway,3,17,Holmes Hall
Holmes 102,0,1,Holmes Hall
Edmondson 3rd Fl Lanai,2,5,Edmondson Hall
Edmondson 1st Fl Lanai,2,27,Edmondson Hall
Edmondson 2nd Fl Lanai,2,13,Edmondson Hall
Edmondson 104,1,2,Edmondson Hall
Edmondson 101,2,6,Edmondson Hall
Edmondson 110,1,2,Edmondson Hall
Edmondson 103,0,1,Edmondson Hall
Edmondson 408,0,1,Edmondson Hall
Edmondson 212,1,2,Edmondson Hall
Edmondson 301 Mauka,3,5,Edmondson Hall
Edmondson 301 Makai,0,1,Edmondson Hall
Edmondson 401 Center,2,2,Edmondson Hall
Webster 203 Makai,0,1,Webster Hall
Webster 115,3,4,Webster Hall
Edmondson 301 Center,0,1,Edmondson Hall
Edmondson 401 Mauka,2,2,Edmondson Hall
Webster 101 Mauka,6,6,Webster Hall
Webster 446 Hallway,5,6,Webster Hall
Webster 114,0,2,Webster Hall
Webster 116,2,3,Webster Hall
Edmondson 411,1,2,Edmondson Hall
Webster 203 Ewa,0,0,Webster Hall
Webster 103 Hallway,0,2,Webster Hall
Edmondson 418,1,3,Edmondson Hall
Edmondson 203,2,3,Edmondson Hall
Webster 102,0,0,Webster Hall
Webster 112,3,6,Webster Hall
Edmondson 313,1,5,Edmondson Hall
Edmondson 401 Makai,0,1,Edmondson Hall
Edmondson 216,1,2,Edmondson Hall
Edmondson 201,0,2,Edmondson Hall
Webster 407 Hallway,2,2,Webster Hall
Holmes 241,0,2,Holmes Hall
Holmes 210,1,1,Holmes Hall
Holmes 211 Mauka,0,0,Holmes Hall
Holmes 144,0,0,Holmes Hall
Holmes 2nd Fl Ewa Commons,6,10,Holmes Hall
Holmes 240 DH,1,3,Holmes Hall
Holmes 244 Makai,1,1,Holmes Hall
Holmes 101 Hallway,3,10,Holmes Hall
Holmes 143C,0,1,Holmes Hall
HIG Makai-DH Exterior,2,16,HIG
Holmes 206 Hallway,5,6,Holmes Hall
Holmes 412,0,1,Holmes Hall
PSB 111,0,1,Physical Science Building
PSB 217 Makai Ewa,0,0,Physical Science Building
Watanabe 213 Hallway,4,4,Watanabe
PSB 402 Hallway,2,2,Physical Science Building
PSB 110,0,4,Physical Science Building
PSB 213,1,2,Physical Science Building
PSB 102 Hallway,2,4,Physical Science Building
PSB 208 DH,0,0,Physical Science Building
PSB Ewa Exterior Makai,3,24,Physical Science Building
Watanabe 209 Hallway,2,2,Watanabe
PSB 202 Hallway,0,0,Physical Science Building
Watanabe 112 DH,1,2,Watanabe
Watanabe 110,1,1,Watanabe
PSB 217 Mauka Ewa,0,1,Physical Science Building
PSB 217 Makai DH,1,1,Physical Science Building
PSB 210A,0,0,Physical Science Building
PSB 214,0,0,Physical Science Building
Watanabe 229 Hallway,1,7,Watanabe
PSB Ewa Exterior Mauka,1,11,Physical Science Building
PSB 112,0,2,Physical Science Building
PSB 211,0,0,Physical Science Building
PSB 407 Hallway,1,1,Physical Science Building
PSB 306 Hallway,0,1,Physical Science Building
PSB 319 Hallway,3,3,Physical Science Building
PSB 311 DH,0,1,Physical Science Building
Watanabe 109,2,8,Watanabe
PSB 310 DH,0,0,Physical Science Building
Watanabe 333 Hallway,1,1,Watanabe
Watanabe 412 Hallway,3,3,Watanabe
Watanabe 330 Hallway,0,3,Watanabe
Watanabe 437 Hallway,0,0,Watanabe
PSB 317,0,0,Physical Science Building
PSB 310 Ewa,0,0,Physical Science Building
Watanabe 217 Hallway,1,6,Watanabe
Watanabe 112 Ewa,0,0,Watanabe
Watanabe 404 Hallway,0,0,Watanabe
Watanabe 432 Hallway,2,2,Watanabe
PSB 108,0,2,Physical Science Building
PSB 209,1,1,Physical Science Building
Watanabe 420 Ewa,0,0,Watanabe
PSB 313,0,0,Physical Science Building
Watanabe 302 Hallway,2,2,Watanabe
Watanabe 234 Hallway,0,1,Watanabe
Watanabe 310 Hallway,0,1,Watanabe
Watanabe 420 DH,0,0,Watanabe
PSB 217 Mauka DH,0,0,Physical Science Building
Watanabe 202 Hallway,0,1,Watanabe
Watanabe 205 Hallway,1,7,Watanabe
Watanabe 312 Hallway,1,1,Watanabe
PSB 314,0,0,Physical Science Building
Watanabe 306 Hallway,4,6,Watanabe
PSB 309A,0,1,Physical Science Building
Watanabe 113,0,2,Watanabe
PSB 312C,0,1,Physical Science Building
Watanabe 336 Hallway,1,1,Watanabe
PSB 208 Ewa,0,0,Physical Science Building
Watanabe 327 Hallway,1,1,Watanabe
PSB 311 Ewa Makai,0,0,Physical Science Building
Watanabe 416,0,0,Watanabe
Keller 206,0,2,Keller
Watanabe 428 Hallway,1,1,Watanabe
