Device,Max Clients,Unique Clients,Building
Hamilton P2 235 Hallway,1,1,Hamilton Library
Hamilton P2 112B,1,14,Hamilton Library
Hamilton P2 109A,1,3,Hamilton Library
Hamilton P3 A260 Mauka,0,0,Hamilton Library
Hamilton P2 504,0,1,Hamilton Library
Hamilton P3 553,0,0,Hamilton Library
Hamilton P3 356 Mauka,0,0,Hamilton Library
Hamilton P3 552 DH,2,4,Hamilton Library
Hamilton P3 354A DH,1,1,Hamilton Library
Hamilton P2 526,0,1,Hamilton Library
Hamilton P3 150A,2,4,Hamilton Library
Hamilton P3 A153,0,7,Hamilton Library
Holmes 406A,0,0,Holmes Hall
Holmes 487,3,3,Holmes Hall
Holmes 206A,2,2,Holmes Hall
Holmes 411 Hallway,2,3,Holmes Hall
Holmes 141 Hallway,2,15,Holmes Hall
Holmes 102,0,0,Holmes Hall
Holmes 241,0,1,Holmes Hall
Holmes 210,1,1,Holmes Hall
Holmes 211 Mauka,0,0,Holmes Hall
Holmes 144,0,0,Holmes Hall
Holmes 2nd Fl Ewa Commons,2,5,Holmes Hall
Holmes 240 DH,1,2,Holmes Hall
Holmes 244 Makai,1,1,Holmes Hall
Holmes 101 Hallway,1,9,Holmes Hall
Holmes 143C,0,0,Holmes Hall
HIG Makai-DH Exterior,2,21,HIG
Holmes 206 Hallway,4,7,Holmes Hall
Holmes 412,0,0,Holmes Hall
PSB 111,0,2,Physical Science Building
PSB 217 Makai Ewa,1,1,Physical Science Building
Watanabe 213 Hallway,4,5,Watanabe
PSB 402 Hallway,1,2,Physical Science Building
PSB 110,0,3,Physical Science Building
PSB 213,2,2,Physical Science Building
PSB 102 Hallway,1,7,Physical Science Building
PSB 208 DH,0,0,Physical Science Building
PSB Ewa Exterior Makai,1,29,Physical Science Building
Watanabe 209 Hallway,1,1,Watanabe
PSB 202 Hallway,0,0,Physical Science Building
Watanabe 112 DH,1,1,Watanabe
Watanabe 110,1,1,Watanabe
PSB 217 Mauka Ewa,0,0,Physical Science Building
PSB 217 Makai DH,0,0,Physical Science Building
PSB 210A,0,0,Physical Science Building
PSB 214,0,1,Physical Science Building
Watanabe 229 Hallway,1,8,Watanabe
PSB Ewa Exterior Mauka,1,12,Physical Science Building
PSB 112,0,1,Physical Science Building
PSB 211,0,0,Physical Science Building
PSB 407 Hallway,0,0,Physical Science Building
PSB 306 Hallway,1,1,Physical Science Building
PSB 319 Hallway,3,4,Physical Science Building
PSB 311 DH,0,0,Physical Science Building
Watanabe 109,1,6,Watanabe
PSB 310 DH,0,0,Physical Science Building
Watanabe 333 Hallway,1,1,Watanabe
Watanabe 412 Hallway,2,2,Watanabe
Watanabe 330 Hallway,0,2,Watanabe
Watanabe 437 Hallway,0,0,Watanabe
PSB 317,0,0,Physical Science Building
PSB 310 Ewa,0,0,Physical Science Building
Watanabe 217 Hallway,0,1,Watanabe
Watanabe 112 Ewa,0,0,Watanabe
Watanabe 404 Hallway,2,2,Watanabe
Watanabe 432 Hallway,2,4,Watanabe
PSB 108,0,0,Physical Science Building
PSB 209,1,1,Physical Science Building
Watanabe 420 Ewa,0,0,Watanabe
PSB 313,0,0,Physical Science Building
Watanabe 302 Hallway,4,5,Watanabe
Watanabe 234 Hallway,0,0,Watanabe
Watanabe 310 Hallway,1,2,Watanabe
Watanabe 420 DH,0,0,Watanabe
PSB 217 Mauka DH,0,0,Physical Science Building
Watanabe 202 Hallway,0,1,Watanabe
Watanabe 205 Hallway,1,4,Watanabe
Watanabe 312 Hallway,2,2,Watanabe
PSB 314,0,0,Physical Science Building
Watanabe 306 Hallway,2,4,Watanabe
PSB 309A,0,0,Physical Science Building
Watanabe 113,0,1,Watanabe
PSB 312C,0,0,Physical Science Building
Watanabe 336 Hallway,1,3,Watanabe
PSB 208 Ewa,0,0,Physical Science Building
Watanabe 327 Hallway,1,1,Watanabe
PSB 311 Ewa Makai,0,0,Physical Science Building
Watanabe 416,1,1,Watanabe
Keller 206,0,1,Keller
Watanabe 428 Hallway,2,2,Watanabe
Keller 3rd Fl Lounge,2,10,Keller
Keller 406,0,1,Keller
Bilger Hall 212,3,5,Bilger Hall
Bilger Hall 337,0,1,Bilger Hall
Keller 209,0,1,Keller
Bilger Hall 314,1,2,Bilger Hall
Bilger Hall 239 Hallway,5,8,Bilger Hall
Keller 203,1,14,Keller
Bilger Hall 335 Mauka Ewa,0,0,Bilger Hall
Keller 103 Vault,0,0,Keller
Keller 204,0,1,Keller
Bilger Hall 341A,1,2,Bilger Hall
Bilger Hall 152 Ewa Mauka,2,4,Bilger Hall
Bilger Hall 116,0,1,Bilger Hall
Bilger Hall 150 Ewa,0,2,Bilger Hall
Bilger Hall 112,1,6,Bilger Hall
Bilger Hall 311A,0,0,Bilger Hall
Bilger Hall 335 Makai Ewa,0,0,Bilger Hall
Bilger Addition 217 Hallway,1,4,Bilger Addition
Krauss 101B Hallway,1,6,Krauss
Bilger Hall 207,3,3,Bilger Hall
Bilger Addition 103 Hallway,1,8,Bilger Addition
Bilger Addition 105 Hallway,1,12,Bilger Addition
Bilger Addition 405 Hallway,2,4,Bilger Addition
Bilger Hall 152 DH Mauka,1,3,Bilger Hall
Bilger Hall 235 Hallway,1,6,Bilger Hall
Bilger Hall 107,1,3,Bilger Hall
Bilger Hall 150 Mauka,1,2,Bilger Hall
Bilger Hall 335 Makai DH,0,0,Bilger Hall
Krauss 014,1,2,Krauss
Bilger Hall 152 DH Makai,0,2,Bilger Hall
Bilger Hall 214,1,1,Bilger Hall
Krauss 120,0,4,Krauss
Bilger Hall 247 Hallway,0,3,Bilger Hall
Bilger Hall 319 Mauka,0,1,Bilger Hall
Krauss 023,4,9,Krauss
Bilger Hall 321,1,3,Bilger Hall
Bilger Hall 205,0,0,Bilger Hall
Bilger Hall 251,0,3,Bilger Hall
Krauss 011,0,1,Krauss
Krauss 002 Gallery,0,1,Krauss
Bilger Addition 214 Hallway,0,25,Bilger Addition
Bilger Hall 152 Ewa Makai,0,2,Bilger Hall
Krauss 004A,2,33,Krauss
Bilger Hall 303 Hallway,1,2,Bilger Hall
Krauss 110,0,10,Krauss
Bilger Hall 301,1,1,Bilger Hall
Bilger Addition 303 Hallway,1,2,Bilger Addition
Krauss 101J Hallway,1,6,Krauss
Bilger Hall 202,0,2,Bilger Hall
Bilger Hall 338,0,0,Bilger Hall
